,ubicacion,alternativa,texto,matchType,ubicacionEncontrada,scoreMejorMatch,tipoUbicacionEncontrada,time_ms,truthLocation,truthTypeLocation,foundExactLocation,foundLocationType
114,-,-,asi forma el montevideo wanderers para enfrentar a elclubolimpia por la primera fase de la copalibertadores https t co ijh8xamhet,-,asociacion-espanola-primera-de-socorros-mutuos-edificio-oscar-magurno-souto&asociacion-espanola-primera-de-socorros-mutuos-edificio-oscar-magurno-souto,5.81916803461,geonames,11.115,False,False,True,False
115,-,-,avenida de montevideo no no dudes que sea por la lluvia jamas pero jamas pienses que es la basura de las boc https t co jbxi2lrwua,-,rada-de-montevideo&montevideo-outer-roads-montevideo-road-rada-de-montevideo,17386.7554265,geonames,39.536,False,False,True,False
116,-,-,olimpialive conmebollibertadores fase 1 partido de vuelta 2 0 final del partido olimpia 2 0 montevideo w vamosolimpia olimpiaporsobretodo https t co d08b2q02hy,-,-,0.0,-,8.94,False,False,False,True
117,-,-,ignaciodotti podrian arrancar ya para la plaza pera a limpiar la mugre de montevideo,-,rada-de-montevideo&montevideo-outer-roads-montevideo-road-rada-de-montevideo,17386.7554265,geonames,41.323,False,False,True,False
118,-,-,cualquier candidato a la im que prometa limpiar la ciudad esta mintiendo los mugrientos somos nosotros los votantes la basura no se tira sola somos nosotros y nuestros vecinos los soretes de perro no llegan solos hasta la vereda las colillas de cigarro y los boletos tampoco,-,piedra-dellazoppa&piedra-dellazoppa-roca-dellazoppa-roca-sola,2.12104307813,geonames,17.761,False,False,True,False
119,-,-,habria que avisarle a martinez que su gestion dejo un endeudamiento de us 203 millones calles detonadas barrios enteros sin luz ni saneamiento y no pudo solucionar el problema de la basura hasta intervino el pit cnt para mediar con adeom un estadista https t co a0nke32kom,-,islote-de-la-luz&isla-de-la-luz-isleta-luz-islote-de-la-luz-luz-island-piedra-de-la-mulata-roca-de-los-pajaros-roca-de-los-pajaros,1288.15480591,geonames,19.119,False,False,True,False
120,-,-,por favor dejen de hacer campana con un montevideo limpio como si fuera culpa del fa cuando son todos unos mugriento de mierda y tiran desde colillas de cigarro hasta latas de cerveza en la calle y a cualquier hora he dicho,-,hogar-la-campana-fundacion-peluffo-guigens&hogar-la-campana-fundacion-peluffo-guigens,45.640800463,geonames,14.543,False,False,True,False
121,-,-,junior debera enfrentar a olimpia en la fase 2 de la copa libertadores gano serie a montevideo w arranca de visitante y cierra en el metropolitano,-,-,0.0,-,9.063,False,False,False,True
122,-,-,i want to feel like im enough yung sobra sobra pa sa hiniling mo hahahahahahahahhahaahhahaahhahahahahahhaahhahaahhaahhahahahaha joke lang basura ako sensya na,-,-,0.0,-,9.739,False,False,False,True
123,-,-,se acuerdan de martinez y su carta a vazquez sobre la gente que duerme en la calle ahora denuncian la gente que revuelve los contenedores buscando comida otra vez el fracaso del mides relatado por la intendencia de montevideo despues de 15 anos de crecimiento es una tragedia https t co ofmoyrpf1z,-,rada-de-montevideo&montevideo-outer-roads-montevideo-road-rada-de-montevideo,17386.7554265,geonames,76.08,False,False,True,False
124,-,-,queres saber como van a estar pintadas las letras de montevideo el dia del medio ambiente ya esta el diseno ganador del concurso podes descubrirlo aca https t co e02dznlv75 de paso mira todas las propuestas que se presentaron muchas gracias por participar https t co mci0d1b7mp,-,cerro-de-montevideo&cerro-de-montevideo-el-cerro,15494.4455594,geonames,104.722,False,False,True,False
125,-,-,desde las 21hs en cca1912 por la 1330am vivimos la previa del partido del martes por copa libertadores contacto telefonico en vivo desde montevideo tambien analizamos los 2 triunfos en la semana frente a capiata y olimpia acompananos mensajes al 0984133031 cerro y nada mas https t co mbuezgz0p7,-,cerro-norte&cerro-norte,158.791627536,geonames,31.494,False,False,True,False
126,-,-,esta es la imagen que resume la gestion de daniel martinez basura hasta frente a la intendencia delante de sus propios ojos si asi manejo montevideo lo que seria el pais otro mujica mas no https t co he2y2afnh6,-,arroyo-de-la-tortuga&arroyo-de-la-tortuga-arroyo-de-las-tortugas-ojos-de-agua,1.09584860851,geonames,17.681,False,False,True,False
127,-,-,la adoradora de asesinos y delincuentes fabiana goyeneche llamo es tiempo de lucha y resistencia entre todex no inmundicia es tiempo que basuras como vos y como las que defendes acaten la ley y respeten la vida,-,-,0.0,-,15.704,False,False,False,True
128,hocquart#batovi,batovi#hocquart,contenedor en hocquart esquina batovi 5 de agosto de 2018 16 30hs hace 10 319 que la izquierda gobierna en mvd hace 1 123 dias que dmartinez uy asumio como intendente resolver los problemas no es cuestion de tiempo sino de capacidad nomasfa https t co 2ptsasshyb,cruces_vias,batovi#hocquart,81078.74,cruces_vias,37.15,True,True,True,True
129,-,-,el tema de la basura en montevideo va a ser fundamental en la proxima campana aunque todos sabemos que la solucion no viene desde las autoridades somos una ciudad sucia llena de ciudadanos sucios ha cambiado mucho tenemos mas insumos y tecnologia pero seguimos sucios,-,hogar-la-campana-fundacion-peluffo-guigens&hogar-la-campana-fundacion-peluffo-guigens,45.640800463,geonames,24.192,False,False,True,False
130,-,-,cuando metieron la retencion del 35 me estaba yendo a estambul por trabajo ahora a montevideo e idem lo mejor de todo es que este viaje me lo reembolsan por transferencia quien tiene fe y aseguro que la plata llega la inversion mas cara del mundo,-,edificio-rio-de-la-plata&edificio-rio-de-la-plata,2559.19130963,geonames,32.079,False,False,True,False
131,-,-,se puede gestionar mejor claro que si todo es mejorable pero con la limpieza y el reciclaje de basura los principales responsables somos los que vivimos en montevideo,-,-,0.0,-,8.518,False,False,False,True
132,-,-,este domingo acompana con tu voto a raul rufeil y dale una oportunidad a san martin de tener un municipio ordenado limpio y al servicio de los vecinos mejorparavos mejorparasanmartin https t co nnqukclxxq,-,av-gral-san-martin#domingo-aramburu,23728.7364127,cruces_vias,155.617,False,False,True,False
133,-,-,terrible el camino que le toco a olimpia fase 1 montevideo wanderers fase 2 junior fase 3 guarani casi seguro fase de grupos boca palmeiras alianza lima llega a 8vos y pongo la firma que sera el campeon,-,teatro-alianza-francesa&bv-gral-artigas-1229,351.475092476,lugares_interes,21.485,False,False,True,False
134,-,-,hace solo 54 dias que gremio ganaba la libertadores 2017 y hoy ya empieza la edicion de 2018 me encanta el nuevo formato de fechas de este glorioso torneo un partido tras otro casi sin descanso montevideo wanderers y el tricampeon olimpia abren fuego esta noche y ahi estaremos,-,nuevo-paris&balneario-nuevo-paris-nuevo-paris-nuevo-paris,602.543200601,geonames,33.741,False,False,True,False
135,-,-,con este tiempo parece que hubiera empezado el verano en vez de la primavera ya hay gente disfrutando de las playas te recordamos que las limpiamos todo el ano y que la mejor forma de cuidarlas es no dejando residuos en la arena mas info https t co xjezudzbjw https t co ibssswx4id,-,paso-de-la-arena&paso-de-la-arena,82120.8366,geonames,23.243,False,False,True,False
136,-,-,30 anos de gob departamental y aun lo ciudadanos de montevideo siguen votando al fraude amplio las calles desecha la carga de impuestos mas alta las adjudicaciones mas insolitas los dirigentes mas exoticos de la historia la mugre mas grande jamas vista pero siguen https t co axxwcu0ecf,-,rada-de-montevideo&montevideo-outer-roads-montevideo-road-rada-de-montevideo,17386.7554265,geonames,91.814,False,False,True,False
137,colonia#magallanes,magallanes#colonia,dmartinez uy su discurso senor no es consistente con la realidad de la ciudad fuentes que no funcionan basura que no se levanta o se hace tarde y mal pozos que no se tapan como este de magallanes y colonia lleva dos anos o este de casinoni lleva 9 meses tengo una larga lista montevideoim https t co zidxe1dikc,cruces_vias,magallanes#colonia,203643.713667,cruces_vias,38.952,True,True,True,True
138,-,-,m72843 portalmvd estas equivocado estan en montevideo no ves el basural que es,-,-,0.0,-,7.267,False,False,False,True
139,av-italia#av-dr-luis-alberto-de-herrera,av-dr-luis-alberto-de-herrera#av-italia,desayunos12 lauraraffo genia totalmente de acuerdo estan haciendo una obra millonaria e innecesaria en av italia y luis a herrera y no hay recursos para sacar a la gente de la basura,cruces_vias,av-italia#av-dr-luis-alberto-de-herrera,149446.50533,cruces_vias,112.958,True,True,True,True
140,-,-,drpabloalolnso imambiente mira lo que tiraron en el contenedor de mi cuadra y no es cosa de todos los dias https t co om7emdxrf5,-,-,0.0,-,6.858,False,False,False,True
141,-,-,la adoradora de asesinos y delincuentes fabiana goyeneche llamo es tiempo de lucha y resistencia entre todex no inmundicia es tiempo que basuras como vos y como las que defendes acaten la ley y respeten la vida,-,-,0.0,-,15.595,False,False,False,True
142,-,-,terrible el camino que le toco a olimpia fase 1 montevideo wanderers fase 2 junior fase 3 guarani casi seguro https t co vqavxyxuvj,-,-,0.0,-,10.817,False,False,False,True
143,-,-,la intendencia gobierna mdeo a puro control y multas control de solo bus de estacionamientos ahora del goteo de aires acondicionados y muchas multas y de los temas centrales iluminacion pozos basura de los barrios quien se ocupa asi va a gobernar el pais dmartinez uy https t co 63wnaiu50j,-,aires-puros&aires-puros,540.399089031,geonames,36.238,False,False,True,False
144,-,-,atencion franjeado preparate para alentar a tu club llega olimpia vs montevideo wanderers venta de entrada https t co lvepk7uxk6,-,club-malvin&club-malvin,213.822317055,geonames,31.54,False,False,True,False
145,-,-,montevideo wanders haciendo un homenaje a los venezolanos residentes en uruguay olimpia en lo suyo haciendo un h https t co dagsgjshre,-,cempre-uruguay&cempre-uruguay,1514.6396125,geonames,57.068,False,False,True,False
146,-,-,el pelado martinez hizo una cena a u s 1000 en punta del este y si a ese precio tenia que ser en una ciudad limpia y no un mugrero como montevideo,-,punta-del-rodeo&punta-de-la-pedrera-punta-del-rodeo-punta-del-sur-este,22153.480884,geonames,67.961,False,False,True,False
147,-,-,estaremos hablando sobre este proyecto de instalacion de un mega puerto chino en montevideo y las consecuencias que puede tener tanto para el medio ambiente y los oceanos como para la comunidad local los esperamos,-,puerto-del-buceo&ensenada-del-buceo-puerto-buceo,373.826681719,geonames,20.664,False,False,True,False
148,-,-,no veo los carros con caballos ni las motitos ruidosas ni los contenedores rotos y mugrientos no veo basura ni gente durmiendo en la calle ni los chevettes del 80 frente amplio montevideoim,-,-,0.0,-,15.813,False,False,False,True
149,av-italia#av-dr-americo-ricaldoni,av-dr-americo-ricaldoni#av-italia,limpiavidrios que esta siempre en ricaldoni y av italia frente a la ancap vio a un ciego que intentaba cruzar fue y lo ayudo en los dos tramos del cruce este tipo de gestos debemos imitar si pasas por ahi y te pide una moneda dale es buen tipo https t co k6b0vpnfq9,cruces_vias,av-italia#av-dr-americo-ricaldoni,220945.80342,cruces_vias,88.844,True,True,True,True
150,municipio-g&municipio-g,municipio-g&municipio-g,taller de compost en el municipio g el comer sano y el hambre cero avanza no en grandes cumbres sino en el compromiso de la comunidad acontraelhambre frentehambre jajofd parlatino org faouruguay jberdeguefao https t co ok2cgf20lu,geonames,municipio-g&municipio-g,45947.0759,geonames,15.795,True,True,True,True
151,playa-de-carrasco&playa-carrasco,playa-de-carrasco&playa-carrasco,di candia llevate esto al living de tu casa dinama detuvo el volcado de escombros en la arena de playa carrasco punta gorda tras denuncia del abogado gustavo salle por dano a un espacio publico https t co yqrzneqquk,geonames,paso-de-la-arena&paso-de-la-arena,16123.9008,geonames,129.629,True,True,False,True
152,-,-,los hinchas de elclubolimpia apoyan al plantel desde temprano el dia del debut en la libertadoresxfox ante montevideo wanderers https t co mg5om1z9gx,-,maronas-entertainment-ex-sede-del-diario-el-dia&maronas-entertainment-ex-sede-del-diario-el-dia,67.7123203125,geonames,9.406,False,False,True,False
153,-,-,el fraude amplio peor seguridad de la historia duplicaron los homicidios nos metieron en una esclavitud banquera record de suicidios defienden dictadura de maduro en venezuela no pudieron con la basura montevideo es una mugre mirendiciondecuentas,-,embajada-de-la-republica-bolivariana-de-venezuela-palacio-correa&embajada-de-la-republica-bolivariana-de-venezuela-palacio-correa,216.500815712,geonames,22.04,False,False,True,False
154,-,-,que hace la intendencia de montevideo con los 2 millones de dolares que recauda por dia algo huele mal en la capital y no es solo por culpa de la endemica basura no resuelta en 30 anos de administracion fa y por los olvidados arroyos contaminados ahora raffo intendente,-,rada-de-montevideo&montevideo-outer-roads-montevideo-road-rada-de-montevideo,17386.7554265,geonames,60.27,False,False,True,False
155,municipio-a&municipio-a,municipio-a&municipio-a,01oct en aras de continuar embelleciendo nuestro municipio a traves de la mvzlabella creada por el pdte nicolasmaduro y con el apoyo del gob rmarcotorres ejecutamos la limpieza de la av intercomunal en marino trabajamos obedeciendo al pueblo alliceoconalegria https t co q6ovng7yvk,geonames,municipio-a&municipio-a,45947.0759,geonames,28.02,True,True,True,True
156,-,-,felicitaciones a montevideoim y a todo el equipo de imtransito por la vuelta de los trenes a vapor a la ciudad de montevideo en nombre de los ciudadanos todos les decimos gracias por ese hermoso medio ambiente que nos dejan felictaciones tambien a cutcsaok https t co alj32bgflq,-,rada-de-montevideo&montevideo-outer-roads-montevideo-road-rada-de-montevideo,17386.7554265,geonames,60.9,False,False,True,False
157,-,-,cuando se gestiona con cabeza abierta y mirando lejos las explicaciones son tan claras como las que da el prosecretario chdica basura figurascarnaval mvdrock asi vamos construyendo elmejormontevideo arribamontevideo https t co kqfs8na0cl,-,-,0.0,-,11.374,False,False,False,True
158,-,-,que lindo ir caminando por las veredas de montevideo y que cada 8 o 10 cuadras haya un olor a orin que te deja sin aliento esquivar bolsas ver como tiran papeles a la calle y sentir el olor a porro en cada plaza divina la capi,-,rada-de-montevideo&montevideo-outer-roads-montevideo-road-rada-de-montevideo,14773.0685301,geonames,83.824,False,False,True,False
159,-,-,cada vez mas gente revuelve los contenedores buscando comida otra vez el fracaso del mides y la secretaria social de la intendencia de montevideo despues de 15 anos de crecimiento economico hay cada vez mas gente pasando hambre esto es una tragedia https t co c7a0kvl3p0,-,rada-de-montevideo&montevideo-outer-roads-montevideo-road-rada-de-montevideo,17386.7554265,geonames,70.077,False,False,True,False
160,-,-,triunfo de olimpia el gigante paraguayo vencio 2 0 a montevideo wanderers con goles de camacho y gimenez ida 0 0 https t co r2laxng9o9,-,-,0.0,-,7.514,False,False,False,True
161,-,-,hoy arrancamos con todo para recuperar mvd en 30 anos el fa no pudo con la basura mejorar el transporte y mucho menos brindarle servicios basicos a los vecinos esta bueno cambiar https t co 1xh16ehvp6,-,-,0.0,-,15.946,False,False,False,True
162,-,-,hasta bryan adams sabe hoy q martinez es 1 inutil q no pudo juntar la basura d montevideo ademas d no entender nada sobre ninguno d los temas q se le pregunto hubo alguna vez 1 candidato d fa peor que martinez favor retuitear para viralizar y que los ciudadanos no lo voten https t co tdt11ui4ye,-,-,0.0,-,15.0,False,False,False,True
163,-,-,es preciosa la tele nueva que se compraron pero tenian tanta ansiedad que se les olvido desarmar la caja y ponerla en el contenedor yo demore 3 minutos en bajar del auto y hacerlo aparte recien habia pasado el camion y eso iba a quedar asi hasta manana https t co bg8defdqnz,-,nueva-terminal-de-pasajeros&nueva-terminal-de-pasajeros,37.9527447544,geonames,26.888,False,False,True,False
164,-,-,pero boboni inventa otra cosa esa ya la uso el pelado para justificar la mugre de montevideo a fin de ano https t co ejny9zklai,-,rada-de-montevideo&montevideo-outer-roads-montevideo-road-rada-de-montevideo,14773.0685301,geonames,33.919,False,False,True,False
165,-,-,la empresa internacional colgate palmolive informo que cesara la produccion de productos de limpieza en su planta de montevideo https t co o75denkgpk,-,rada-de-montevideo&montevideo-outer-roads-montevideo-road-rada-de-montevideo,17386.7554265,geonames,40.573,False,False,True,False
166,-,-,adeom esta ocupando en estos momentos 9 y 10 am el despacho del intendente municipal de montevideo por discrepancias en el sistema de recoleccion de residuos no esta prohibida la ocupacion de oficinas publicas la anarquia sigue en pie en el estado,-,intendencia-municipal-de-montevideo&intendencia-municipal-de-montevideo,23508.4991213,geonames,98.81,False,False,True,False
167,-,-,este lunes 19 15 debuta elclubolimpia en la libertadores ante montevideo wanderes y uno650am tendra a la dupla salvadorhicar jotajotabernabe para el relato y los comentarios toda la cobertura a partir de las 18 00 con la coordinacion de gaspar anibal noguera https t co vrshauxidz,-,escuela-no-18-noruega&escuela-no-18-noruega,84.1350942963,geonames,141.62,False,False,True,False
168,-,-,la pregunta pelotuda y sucia de aldo silva a su ex companera laura raffo conoces montevideo no se puede ser tan mala leche ni alcahuete del poder de turno,-,asociacion-nacional-productores-de-leche-anpl&asociacion-nacional-productores-de-leche-anpl,6.33874125452,geonames,22.327,False,False,True,False
169,-,-,me encanta ver como las grandes capitales del mundo se engalanan y festejan el advenimiento del nuevo ano ya que segun el intendente martinez consumimos mas no se puede gastar algo para mejorar montevideo y no tener que festejar entre la mugre,-,edificio-torres-del-nuevo-mundo&edificio-torres-del-nuevo-mundo,21437.6658807,geonames,28.072,False,False,True,False
170,-,-,a todos los que dicen que la basura que desborda montevideo del intendente dmartinez uy es un problema cultural https t co lpuatok1po,-,espacio-cultural-guambia&25-de-mayo-591,565.848841481,lugares_interes,19.749,False,False,True,False
171,-,-,dio un gran golpe barcelonasc gano en montevideo por 2 0 estas son las mejores jugadas futbolsantander https t co qflp4ej0o1,-,gran-hotel-america&gran-hotel-america,47.1302795062,geonames,16.611,False,False,True,False
172,-,-,olimpia a sgte etapa de copa con buen juego que ilusiona elimino a montevideo wanderers futbol780 https t co htcbewsdrw,-,roca-buen-viaje&buen-viaje-reef-piedras-del-buen-viaje-roca-buen-viaje-rocas-buen-viaje,87.2296114252,geonames,15.796,False,False,True,False
173,-,-,despues de 30 anos de fracaso al frente de la intendencia de montevideo si alguien todavia los vota es porque o le gusta vivir entre la mugre o ya perdio hasta la conciencia de que se puede vivir de otra forma que no sea tapado de basura nuncamasfraudeamplio https t co jec5yqlibk,-,rada-de-montevideo&montevideo-outer-roads-montevideo-road-rada-de-montevideo,17386.7554265,geonames,56.746,False,False,True,False
174,-,-,yasss b h even in a garbage bag im still that b h lmao art is all about using your imagination and being creative i love to explore in my thoughts and create photography by royaleyez hasta en una bolsa de basura yo sigo siend amara la negra https t co d34ihkoam5,-,bolsa-de-valores-montevideo&bolsa-de-valores-montevideo,50.6292706815,geonames,29.263,False,False,True,False
175,arroyo-del-miguelete&arroyo-miguelete-arroyo-del-miguelete-miguelete-rio-de-miguelete,arroyo-del-miguelete&arroyo-miguelete-arroyo-del-miguelete-miguelete-rio-de-miguelete,el arroyo miguelete de montevideo esta en muy mal agua verde mucha basura y espuma de apariencia sucia de la denuncia presentada en la web de dinama por la espuma hace algunas semanas ni noticia la dinama no tiene tweeter se habra enterado el mvotma uruguay https t co uybig8vivd,geonames,arroyo-del-miguelete&arroyo-miguelete-arroyo-del-miguelete-miguelete-rio-de-miguelete,20041.2742234,geonames,191.235,True,True,True,True
176,-,-,robertoplasenci yocrecienaragon miradiogam depor galeana j sanchez2374 camp os ariasnora arbolillo1ctm soslindavista lindavistaunida yo trabaje en esa obra la realidad es que esta hecha con materiales de reciclaje de otras obras por ejemplo la obra del nuevo puente de 100 metros y montevideo el dueno de esas obras es el unico que gana porque ni el gobierno a ellos les vale como queden ya las pagaron,-,edificio-torres-del-nuevo-mundo&edificio-torres-del-nuevo-mundo,4413.32577053,geonames,180.043,False,False,True,False
177,-,-,duele montevideo gente durmiendo en las calles como nunca vi antes rota y sucia a mas no poder que tendran para celebrar estas personas https t co d9n3hqoqdx,-,-,0.0,-,12.341,False,False,False,True
178,-,-,recorrimos junto a juan neira gerente de emaseoquito algunos barrios del sur constatamos que el plan de contingencia esta funcionando y que la recoleccion de basura esta retornando a la normalidad continuaremos trabajando y monitoreando la ciudad https t co wtvoovs3fs,-,juan-lopez#cno-la-cruz-del-sur,2553.28777308,cruces_vias,149.791,False,False,True,False
179,avenida-18-de-julio&avenida-18-de-julio,avenida-18-de-julio&avenida-18-de-julio,pasaron 3 anos desde que asumio el intendente martinez se endeudo en us 94 millones a pagar en 20 anos parches en avenidas que llaman inversion recoleccion de basura ineficiente reforma de 18 de julio no salio y recaudacion millonaria por camaras hablame del mejor mvd,geonames,avenida-18-de-julio&avenida-18-de-julio,72263.03799,geonames,106.532,True,True,True,True
180,-,-,ahora salpican para todos lados y ninguno en la im se hace responsable millones de us de todos nosotros tirados a la basura la incompetencia del fa no tiene limites basta de tanta impunidad https t co hkwuhugqvf,-,-,0.0,-,8.193,False,False,False,True
181,municipio-a&municipio-a,municipio-a&municipio-a,chaobolsasplasticas y chao comunistas danieljadue en ucrania no podrias ser alcalde menos viajar financiado por el municipio a inglaterra estambul palestina eeuu mexico buenos aires diputadosudi diputadosrn quien presentara proyecto para proscribir al pc ley 8987 hoy https t co 5ofiqtvcky,geonames,municipio-a&municipio-a,45947.0759,geonames,28.414,True,True,True,True
182,-,-,chdica diegoforlan7 anaduranok me encantaria q llegaran por mi barrio pque rivera estos contenedores para depositar clasificando,-,monumento-al-general-fructuoso-rivera&monumento-al-general-fructuoso-rivera,8.76379977336,geonames,13.311,False,False,True,False
183,-,-,montevideo wanderers y olimpia empataron 0 0 en el primer juego de la conmebollibertadores 2018 https t co 8qmxnwf5ao,-,-,0.0,-,11.209,False,False,False,True
184,-,-,el servicio de recoleccion de residuos especiales de la montevideoim me funciono genial me atendieron de toque al otro dia fueron a buscar una cocina rota y escritorio y sin costo para mi flia ya saben no dejen cosas grandes en los contenedores,-,maronas-entertainment-ex-sede-del-diario-el-dia&maronas-entertainment-ex-sede-del-diario-el-dia,0.164314959961,geonames,25.042,False,False,True,False
185,-,-,tem que respeitar o olimpia despacha o montevideo wanderers e mantem vivo o sonho do tetra campeonato da libertadoresfoxsports https t co ciozs3mwm6,-,-,0.0,-,10.77,False,False,False,True
186,-,-,para que no falte nadie la directiva de olimpia presento este jueves los precios establecidos para el juego de revancha ente el decano y montevideo wanderers https t co tmzjpojwjf,-,-,0.0,-,10.414,False,False,False,True
187,-,-,navegaresnecesario no habra campana sucia que impida ver que el fa sintetiza la renovacion pais frente a los nuevos desafios globales regionales y nacionales en unidad sin exclusiones y pensando en los ninos que vienen dmartinez uy cosse20201 bergara fa andrade 2019 https t co oepbd0qqkz,-,fundacion-ninos-con-alas&fundacion-ninos-con-alas,61.6913746021,geonames,35.219,False,False,True,False
188,-,-,chdica estimado intendente en montevideo circulan 7 500 clasificadores de basura en carros tirado por caballos https t co cduzhe0nyo,-,-,0.0,-,9.242,False,False,False,True
189,-,-,el sr dmartinez uy puso a sus subordinados a retirar la carteleria politica de las calles la basura no puede esp https t co 631g16hjic,-,-,0.0,-,11.792,False,False,False,True
190,-,-,montevideo esta hecha pedazos por todos los rincones sucia pintarrajeada veredas y calles bombardeadas olores insoportables y ninguna planificacion es un caos absoluto una reverenda mugre cada vez peor hay tantos montevideanos que les gusta vivir asi hipnotismo ideologico,-,-,0.0,-,12.664,False,False,False,True
191,-,-,fiscal pacheco el ncpp es muy malo bergara es insostenible el deficit fiscal cosse se necesita un gabinete para combatir inseguridad si escucho a martinez quejarse de la limpieza en montevideo me da un ataque hacen oposicion cuando renuncian es para captar votos,-,-,0.0,-,61.075,False,False,False,True
192,-,-,la renuncia del director de desarrollo ambiental de la intendencia de montevideo imm fernando puntigliano se debio a diferencias con el intendente christian di candia respecto a la gestion del conflicto en limpieza https t co 8csqxmvzx6,-,rada-de-montevideo&montevideo-outer-roads-montevideo-road-rada-de-montevideo,17386.7554265,geonames,57.924,False,False,True,False
193,-,-,muchos se quejan de la montevideoim y de la mugre de la ciudad hoy en vez de quejarme preferi escribirles coment https t co f2lfhepczb,-,-,0.0,-,7.929,False,False,False,True
194,-,-,canelones uruguay puente sobre avda del parque desbordado debido a las intensas lluvias a todo aquel que se dirija hacia montevideo se recomienda dirijirse por cno burmester detras del hipodromo reporte de las piedras en vivo https t co h5ytqt09mh,-,arroyo-de-las-piedras&arroyo-de-las-piedras-piedras,159525.47408,geonames,125.149,False,False,True,False
195,-,-,municipios con hasta 93 de atraso en la recoleccion sin huelga de adeom y con menor cantidad de residuos datos del ine publicados esta semana se acabaron las excusas del intendente sobre su enorme fracaso en la recoleccion de residuos https t co kl0397mweq via elpaisuy,-,edificio-via-moretti&edificio-via-moretti,7.261072065,geonames,34.846,False,False,True,False
196,-,-,que asco la mugre de montevideo,-,rada-de-montevideo&montevideo-outer-roads-montevideo-road-rada-de-montevideo,17386.7554265,geonames,19.785,False,False,True,False
197,-,-,las plazas publicas de montevideo son hoy dormitorio comun aca se ven 3 personas expulsando de alli al publico y de paso forman basurales https t co 397jbgm4tb,-,rada-de-montevideo&montevideo-outer-roads-montevideo-road-rada-de-montevideo,17386.7554265,geonames,61.418,False,False,True,False
198,-,-,hace dos meses que me mude a montevideo y las tres cosas que mas me han impactado son la cantidad de gente durmiendo en las calles la basura tirada por todas partes y las personas revolviendo los contenedores no crei que fuera tan asi https t co ctv24jtevz,-,carrera-dos#carrera-tres,756.747957958,cruces_vias,39.352,False,False,True,False
199,-,-,ahora tenes donde llevar tus residuosespeciales gt gt centros municipales de distrito disponibles de lunes a viernes de 8 30 a 13 30 gt gt montevideo 2852 de lunes a viernes de 8 a 14 gt gt mercado del patio de martes a domingos de 9 a 21,-,mercado-del-puerto&mercado-del-puerto,43066.1465667,geonames,21.61,False,False,True,False
200,-,-,van a hacer dos meses que a mi madre la despidieron de su trabajo como mucama y busca un empleo en montevideo hacie https t co rls9jx7pnb,-,universidad-del-trabajo-del-uruguay-utu&universidad-del-trabajo-del-uruguay-utu,16.6953883895,geonames,15.761,False,False,True,False
201,-,-,nuestro plan de erradicacion de basurales esta en marcha pero necesita el compromiso de todos si ves a alguien a https t co zhrei63ueg,-,instituto-plan-agropecuario&instituto-plan-agropecuario,14.9570664309,geonames,10.089,False,False,True,False
202,-,-,montevideo huele a faso a graffiti a mugre a meo a cultura carnavalera montevideo llora en hombros de sus monumentos humillados por pinturitas socio artisticas y movimientos en vano montevideo sangra hedor huele a frente amplio a progresismo a pobrecismo mental,-,espacio-cultura-bigua&jose-vazquez-ledesma-2968,449.40056,lugares_interes,38.058,False,False,True,False
203,-,-,dameeldiezmo elojochurrinche no soy de montevideo pero veo muchas fotos de gente durmiendo en las calles y revolviendo contenedores es algo que lamento muchisimo y mas de estos gobiernos progresistas,-,rada-de-montevideo&montevideo-outer-roads-montevideo-road-rada-de-montevideo,17386.7554265,geonames,40.486,False,False,True,False
204,-,-,hace solo 54 dias que gremio ganaba la libertadores 2017 y hoy ya empieza la edicion de 2018 me encanta el nuevo formato de fechas de este glorioso torneo un partido tras otro casi sin descanso montevideo wanderers y el tricampeon olimpia abren fuego esta noche y ahi estaremos,-,nuevo-paris&balneario-nuevo-paris-nuevo-paris-nuevo-paris,602.543200601,geonames,29.057,False,False,True,False
205,-,-,comenzamos a entregar a cada hogar un manual con toda la informacion necesaria para gestionar correctamente los residuos salio la primera tanda y durante todo el proximo ano seguiran repartiendose mas info https t co pxjasst0xl https t co cjjt3feo08,-,asociacion-espanola-primera-de-socorros-mutuos-edificio-oscar-magurno-souto&asociacion-espanola-primera-de-socorros-mutuos-edificio-oscar-magurno-souto,4.47951219271,geonames,38.372,False,False,True,False
206,-,-,se dan cuenta que tony siempre sufre en im es secuestrado y torturado en im2 esta al bordo de la muerte en im3 sufre ataques de panico y tiene pesadillas en a entra a un portal y casi muere en a2 crea a ultron y se siente una basura en iw pierde todo y queda solo ya paren,-,-,0.0,-,13.835,False,False,False,True
207,-,-,hace 28 anos que el fa gobierna en mvd y la ciudad continua sucia y con mas de 190 basurales endemicos han contribuido en la formacion de asentamientos y fallaron en las politicas de limpieza se recauda us 2 millones por dia gestionen bien https t co tyhija4b9j,-,maronas-entertainment-ex-sede-del-diario-el-dia&maronas-entertainment-ex-sede-del-diario-el-dia,0.164314959961,geonames,20.251,False,False,True,False
208,-,-,verguenza le deberia dar a toda persona que se manifiesta en contra de las jineteadas cuando circulando por montevideo se cruza con un caballo tirando un carrito cargado de basura esos si que la sufren todos los dias del ano sin conocer lo que es el descanso y el pasto verde,-,punta-del-descanso&punta-descanso-punta-del-descanso,565.117647188,geonames,23.111,False,False,True,False
